order_id,item_id,product_id,quantity,list_price_x,discount,Extract_time_x,Source_x,exchange_rate,list_price_egp,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Extract_time_y,Source_y,late_delivery,latency days,weekend,product_name,brand_id,category_id,model_year,list_price_y,Extract_time,Source
60,2,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,151,4,2016-02-06 00:00:00.000000000,2016-02-08,2016-02-07,1,3,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
60,2,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,151,4,2016-02-06 00:00:00.000000000,2016-02-08,2016-02-07,1,3,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
60,2,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,151,4,2016-02-06 00:00:00.000000000,2016-02-08,2016-02-07,1,3,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
85,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1174,4,2016-02-20 00:00:00.000000000,2016-02-23,2016-02-21,2,7,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
85,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1174,4,2016-02-20 00:00:00.000000000,2016-02-23,2016-02-21,2,7,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
85,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1174,4,2016-02-20 00:00:00.000000000,2016-02-23,2016-02-21,2,7,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
85,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1174,4,2016-02-20 00:00:00.000000000,2016-02-23,2016-02-21,2,7,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
94,2,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,929,4,2016-02-27 00:00:00.000000000,2016-02-28,2016-02-29,1,2,2024-05-02 11:54:57.869750,postgres,True,1.0,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
94,2,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,929,4,2016-02-27 00:00:00.000000000,2016-02-28,2016-02-29,1,2,2024-05-02 11:54:57.869750,postgres,True,1.0,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
94,2,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,929,4,2016-02-27 00:00:00.000000000,2016-02-28,2016-02-29,1,2,2024-05-02 11:54:57.869750,postgres,True,1.0,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
94,2,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,929,4,2016-02-27 00:00:00.000000000,2016-02-28,2016-02-29,1,2,2024-05-02 11:54:57.869750,postgres,True,1.0,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
118,2,4,1,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,577,4,2016-03-12 00:00:00.000000000,2016-03-14,2016-03-13,1,2,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
118,2,4,1,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,577,4,2016-03-12 00:00:00.000000000,2016-03-14,2016-03-13,1,2,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
118,2,4,1,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,577,4,2016-03-12 00:00:00.000000000,2016-03-14,2016-03-13,1,2,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
118,2,4,1,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,577,4,2016-03-12 00:00:00.000000000,2016-03-14,2016-03-13,1,2,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
121,3,4,2,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,755,4,2016-03-14 00:00:00.000000000,2016-03-15,2016-03-16,2,6,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
121,3,4,2,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,755,4,2016-03-14 00:00:00.000000000,2016-03-15,2016-03-16,2,6,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
121,3,4,2,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,755,4,2016-03-14 00:00:00.000000000,2016-03-15,2016-03-16,2,6,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
121,3,4,2,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,755,4,2016-03-14 00:00:00.000000000,2016-03-15,2016-03-16,2,6,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
124,2,4,1,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,403,4,2016-03-16 00:00:00.000000000,2016-03-18,2016-03-17,1,3,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
124,2,4,1,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,403,4,2016-03-16 00:00:00.000000000,2016-03-18,2016-03-17,1,3,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
124,2,4,1,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,403,4,2016-03-16 00:00:00.000000000,2016-03-18,2016-03-17,1,3,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
124,2,4,1,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,403,4,2016-03-16 00:00:00.000000000,2016-03-18,2016-03-17,1,3,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
127,3,4,2,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,484,4,2016-03-17 00:00:00.000000000,2016-03-18,2016-03-19,3,8,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
127,3,4,2,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,484,4,2016-03-17 00:00:00.000000000,2016-03-18,2016-03-19,3,8,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
127,3,4,2,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,484,4,2016-03-17 00:00:00.000000000,2016-03-18,2016-03-19,3,8,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
127,3,4,2,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,484,4,2016-03-17 00:00:00.000000000,2016-03-18,2016-03-19,3,8,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
128,3,4,2,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,86,4,2016-03-18 00:00:00.000000000,2016-03-20,2016-03-21,2,6,2024-05-02 11:54:57.869750,postgres,True,1.0,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
128,3,4,2,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,86,4,2016-03-18 00:00:00.000000000,2016-03-20,2016-03-21,2,6,2024-05-02 11:54:57.869750,postgres,True,1.0,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
128,3,4,2,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,86,4,2016-03-18 00:00:00.000000000,2016-03-20,2016-03-21,2,6,2024-05-02 11:54:57.869750,postgres,True,1.0,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
128,3,4,2,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,86,4,2016-03-18 00:00:00.000000000,2016-03-20,2016-03-21,2,6,2024-05-02 11:54:57.869750,postgres,True,1.0,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
131,2,4,2,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,316,4,2016-03-19 00:00:00.000000000,2016-03-22,2016-03-20,3,8,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
131,2,4,2,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,316,4,2016-03-19 00:00:00.000000000,2016-03-22,2016-03-20,3,8,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
131,2,4,2,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,316,4,2016-03-19 00:00:00.000000000,2016-03-22,2016-03-20,3,8,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
131,2,4,2,2899.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,316,4,2016-03-19 00:00:00.000000000,2016-03-22,2016-03-20,3,8,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
157,1,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,43,4,2016-04-03 00:00:00.000000000,2016-04-06,2016-04-06,3,8,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
157,1,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,43,4,2016-04-03 00:00:00.000000000,2016-04-06,2016-04-06,3,8,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
157,1,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,43,4,2016-04-03 00:00:00.000000000,2016-04-06,2016-04-06,3,8,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
157,1,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,43,4,2016-04-03 00:00:00.000000000,2016-04-06,2016-04-06,3,8,2024-05-02 11:54:57.869750,postgres,False,,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
164,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,610,4,2016-04-07 00:00:00.000000000,2016-04-08,2016-04-09,2,7,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
164,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,610,4,2016-04-07 00:00:00.000000000,2016-04-08,2016-04-09,2,7,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
164,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,610,4,2016-04-07 00:00:00.000000000,2016-04-08,2016-04-09,2,7,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
164,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,610,4,2016-04-07 00:00:00.000000000,2016-04-08,2016-04-09,2,7,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
165,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,574,4,2016-04-08 00:00:00.000000000,2016-04-10,2016-04-10,1,3,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
165,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,574,4,2016-04-08 00:00:00.000000000,2016-04-10,2016-04-10,1,3,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
165,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,574,4,2016-04-08 00:00:00.000000000,2016-04-10,2016-04-10,1,3,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
165,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,574,4,2016-04-08 00:00:00.000000000,2016-04-10,2016-04-10,1,3,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
184,1,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,134,4,2016-04-19 00:00:00.000000000,2016-04-21,2016-04-22,2,7,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
184,1,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,134,4,2016-04-19 00:00:00.000000000,2016-04-21,2016-04-22,2,7,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
184,1,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,134,4,2016-04-19 00:00:00.000000000,2016-04-21,2016-04-22,2,7,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
184,1,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,134,4,2016-04-19 00:00:00.000000000,2016-04-21,2016-04-22,2,7,2024-05-02 11:54:57.869750,postgres,True,1.0,False,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
186,1,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1127,4,2016-04-21 00:00:00.000000000,2016-04-22,2016-04-24,2,6,2024-05-02 11:54:57.869750,postgres,True,2.0,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
186,1,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1127,4,2016-04-21 00:00:00.000000000,2016-04-22,2016-04-24,2,6,2024-05-02 11:54:57.869750,postgres,True,2.0,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
186,1,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1127,4,2016-04-21 00:00:00.000000000,2016-04-22,2016-04-24,2,6,2024-05-02 11:54:57.869750,postgres,True,2.0,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
186,1,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,1127,4,2016-04-21 00:00:00.000000000,2016-04-22,2016-04-24,2,6,2024-05-02 11:54:57.869750,postgres,True,2.0,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
195,4,4,2,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998,727,4,2016-04-28 00:00:00.000000000,2016-05-01,2016-05-01,2,7,2024-05-02 11:54:57.869750,postgres,False,,True,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-05-02 11:57:31.921611,Datalake
