order_id,item_id,product_id,quantity,list_price,discount,Extract_time,Source,exchange_rate,list_price_egp
26,1,7,1,3999.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,191407.12148099998
26,2,2,1,749.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,35888.446481
26,3,12,1,549.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
26,4,21,2,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
27,1,5,1,1320.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,63211.881381
27,2,19,1,449.0,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
27,3,26,2,599.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
27,4,8,1,1799.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,86132.941481
28,1,5,1,1320.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,63211.881381
28,2,7,2,3999.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,191407.12148099998
28,3,14,2,269.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
28,4,6,1,469.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,22489.914481
29,1,24,2,549.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
29,2,6,1,469.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,22489.914481
29,3,21,2,269.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
29,4,8,1,1799.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,86132.941481
29,5,14,2,269.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
30,1,26,1,599.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
30,2,17,1,429.0,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,20528.4651
30,3,19,1,449.0,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
30,4,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998
30,5,7,2,3999.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,191407.12148099998
31,1,11,2,1680.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,80438.56538100001
31,2,9,2,2999.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,143555.221481
32,1,8,2,1799.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,86132.941481
32,2,12,2,549.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
32,3,25,2,499.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
33,1,23,2,299.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
33,2,7,1,3999.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,191407.12148099998
34,1,8,2,1799.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,86132.941481
34,2,10,2,1549.0,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,74122.5931
34,3,17,2,429.0,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,20528.4651
35,1,18,1,449.0,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
35,2,20,2,599.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
35,3,5,1,1320.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,63211.881381
35,4,21,2,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
35,5,22,1,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
36,1,9,1,2999.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,143555.221481
36,2,5,1,1320.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,63211.881381
36,3,3,2,999.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,47851.421481
37,1,16,2,599.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
38,1,7,2,3999.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,191407.12148099998
38,2,23,1,299.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
38,3,25,1,499.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
38,4,10,2,1549.0,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,74122.5931
38,5,24,1,549.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
39,1,22,2,269.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
39,2,16,2,599.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
39,3,3,2,999.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,47851.421481
39,4,15,1,529.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,25361.028481
40,1,17,1,429.0,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,20528.4651
40,2,8,2,1799.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,86132.941481
41,1,5,1,1320.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,63211.881381
41,2,19,2,449.0,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
41,3,26,2,599.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
42,1,19,1,449.0,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
43,1,13,2,269.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
43,2,12,2,549.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
44,1,7,1,3999.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,191407.12148099998
44,2,16,1,599.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
45,1,4,2,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998
45,2,22,1,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
45,3,21,2,269.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
46,1,17,1,429.0,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,20528.4651
47,1,6,1,469.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,22489.914481
47,2,15,1,529.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,25361.028481
47,3,25,2,499.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
47,4,13,1,269.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
48,1,11,1,1680.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,80438.56538100001
48,2,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998
48,3,5,2,1320.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,63211.881381
48,4,14,2,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
49,1,13,2,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
50,1,3,1,999.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,47851.421481
50,2,26,2,599.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
50,3,13,2,269.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
51,1,13,1,269.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
51,2,20,1,599.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
51,3,26,2,599.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
52,1,25,1,499.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
53,1,8,2,1799.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,86132.941481
53,2,23,2,299.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
53,3,14,2,269.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
53,4,25,2,499.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
54,1,26,2,599.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
54,2,3,1,999.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,47851.421481
55,1,21,1,269.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
55,2,25,2,499.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
55,3,15,2,529.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,25361.028481
56,1,20,2,599.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
57,1,23,2,299.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
57,2,19,2,449.0,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
57,3,13,1,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
58,1,14,2,269.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
58,2,18,1,449.0,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
58,3,23,1,299.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
59,1,21,1,269.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
59,2,2,1,749.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,35888.446481
59,3,17,2,429.0,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,20528.4651
60,1,14,2,269.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
60,2,4,1,2899.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998
60,3,15,1,529.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,25361.028481
60,4,22,1,269.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
61,1,25,1,499.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
61,2,15,2,529.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,25361.028481
61,3,5,2,1320.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,63211.881381
62,1,14,1,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
62,2,8,2,1799.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,86132.941481
62,3,22,2,269.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
63,1,25,2,499.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
63,2,19,2,449.0,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
63,3,3,1,999.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,47851.421481
64,1,25,2,499.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
64,2,22,2,269.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
64,3,23,2,299.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
64,4,24,2,549.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
65,1,12,1,549.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
66,1,2,1,749.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,35888.446481
66,2,23,1,299.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
66,3,12,1,549.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
67,1,23,2,299.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
67,2,12,2,549.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
67,3,21,1,269.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
67,4,5,2,1320.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,63211.881381
67,5,19,1,449.0,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
68,1,13,2,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
68,2,17,1,429.0,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,20528.4651
69,1,22,2,269.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
69,2,5,1,1320.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,63211.881381
69,3,10,1,1549.0,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,74122.5931
70,1,3,2,999.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,47851.421481
70,2,18,1,449.0,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
70,3,20,1,599.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
71,1,26,2,599.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
71,2,24,1,549.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
71,3,18,1,449.0,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
72,1,17,2,429.0,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,20528.4651
72,2,12,1,549.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
72,3,13,2,269.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
73,1,22,1,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
73,2,26,2,599.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
73,3,3,2,999.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,47851.421481
73,4,25,1,499.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
73,5,23,2,299.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
74,1,16,2,599.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
74,2,6,1,469.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,22489.914481
75,1,3,1,999.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,47851.421481
75,2,7,2,3999.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,191407.12148099998
75,3,15,1,529.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,25361.028481
76,1,12,1,549.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
76,2,11,2,1680.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,80438.56538100001
76,3,5,1,1320.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,63211.881381
77,1,20,1,599.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
77,2,24,2,549.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
77,3,26,1,599.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
77,4,25,1,499.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
78,1,17,1,429.0,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,20528.4651
78,2,19,1,449.0,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
78,3,18,2,449.0,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
78,4,14,2,269.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
79,1,9,2,2999.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,143555.221481
79,2,17,2,429.0,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,20528.4651
79,3,6,1,469.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,22489.914481
79,4,25,2,499.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
80,1,26,1,599.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
80,2,24,1,549.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
80,3,17,1,429.0,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,20528.4651
81,1,10,2,1549.0,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,74122.5931
81,2,23,2,299.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
81,3,25,2,499.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
82,1,25,2,499.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
82,2,11,2,1680.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,80438.56538100001
83,1,20,1,599.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
83,2,3,2,999.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,47851.421481
84,1,23,2,299.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
84,2,15,2,529.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,25361.028481
85,1,4,2,2899.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998
85,2,18,1,449.0,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
86,1,9,2,2999.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,143555.221481
86,2,23,2,299.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
86,3,21,2,269.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
86,4,15,1,529.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,25361.028481
87,1,20,2,599.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
87,2,23,2,299.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
88,1,10,1,1549.0,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,74122.5931
88,2,8,2,1799.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,86132.941481
88,3,7,1,3999.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,191407.12148099998
89,1,5,1,1320.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,63211.881381
89,2,6,2,469.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,22489.914481
90,1,3,1,999.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,47851.421481
90,2,6,1,469.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,22489.914481
91,1,11,1,1680.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,80438.56538100001
91,2,25,1,499.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,23925.471481
91,3,15,2,529.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,25361.028481
91,4,13,2,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
92,1,8,1,1799.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,86132.941481
93,1,22,2,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
93,2,17,1,429.0,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,20528.4651
93,3,21,1,269.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
93,4,2,1,749.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,35888.446481
93,5,10,2,1549.0,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,74122.5931
94,1,12,1,549.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,26318.066481
94,2,4,1,2899.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,138770.03148099998
94,3,11,1,1680.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,80438.56538100001
94,4,21,2,269.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
95,1,10,2,1549.0,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,74122.5931
95,2,19,1,449.0,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
95,3,8,2,1799.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,86132.941481
95,4,20,2,599.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
96,1,26,1,599.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
96,2,23,1,299.99,0.05,2024-05-02 11:55:01.355526,postgres,47.8519,14355.091481000001
97,1,20,2,599.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,28710.661481
97,2,2,1,749.99,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,35888.446481
97,3,6,2,469.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,22489.914481
97,4,19,1,449.0,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
98,1,19,1,449.0,0.07,2024-05-02 11:55:01.355526,postgres,47.8519,21485.5031
98,2,21,1,269.99,0.1,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
98,3,2,1,749.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,35888.446481
98,4,22,2,269.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
99,1,13,1,269.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
99,2,21,1,269.99,0.2,2024-05-02 11:55:01.355526,postgres,47.8519,12919.534481
